2017 03 01.36672,10 23 22.28,+38 37 05.1,20.2 r,"G45 – Space Surveillance Telescope, Atom Site",MPS 772487,
2022 04 27.432889,15 24 30.317,+14 56 31.70,16.23 c,"T05 – ATLAS-HKO, Haleakala",MPS 1589001,
2022 04 27.482773,15 24 28.490,+14 56 33.00,15.98 o,"T08 – ATLAS-MLO, Mauna Loa",MPS 1589001,
2022 04 27.486460,15 24 28.354,+14 56 33.07,15.89 o,"T08 – ATLAS-MLO, Mauna Loa",MPS 1589001,
2022 04 27.522094,15 24 27.065,+14 56 32.78,15.89 o,"T08 – ATLAS-MLO, Mauna Loa",MPS 1589001,
2022 04 27.533288,15 24 26.669,+14 56 32.60,15.94 o,"T08 – ATLAS-MLO, Mauna Loa",MPS 1589001,
2022 04 27.934825,15 24 19.37,+14 56 09.4,16.0 G,G33 – Wickede,MPEC H107,
2022 04 27.935995,15 24 19.35,+14 56 09.1,16.0 G,G33 – Wickede,MPEC H107,
2022 04 27.937164,15 24 19.30,+14 56 09.2,16.1 G,G33 – Wickede,MPEC H107,
2022 04 27.938334,15 24 19.27,+14 56 09.2,16.2 G,G33 – Wickede,MPEC H107,
2022 04 27.939417,15 24 19.23,+14 56 09.1,16.1 G,G33 – Wickede,MPEC H107,
2022 04 27.940674,15 24 19.19,+14 56 09.0,16.1 G,G33 – Wickede,MPEC H107,
2022 04 27.95727,15 24 18.75,+14 56 09.5,16.1 G,C23 – Olmen,MPEC H107,
2022 04 27.96089,15 24 18.61,+14 56 09.4,16.0 G,C23 – Olmen,MPEC H107,
2022 04 27.96399,15 24 18.51,+14 56 09.1,16.1 G,C23 – Olmen,MPEC H107,
2022 04 27.98442,15 24 17.71,+14 56 08.1,15.9 G,"L65 – Bredenkamp Observatory, Bremen",MPEC H107,
2022 04 28.00416,15 24 17.08,+14 56 07.7,15.7 G,"L65 – Bredenkamp Observatory, Bremen",MPEC H107,
2022 04 28.01894,15 24 16.58,+14 56 07.4,16.1 G,"L65 – Bredenkamp Observatory, Bremen",MPEC H107,
2022 04 28.376906,15 24 07.607,+14 56 06.43,15.95 G,G96 – Mt. Lemmon Survey,MPEC H128,
2022 04 28.382043,15 24 07.412,+14 56 06.25,15.97 G,G96 – Mt. Lemmon Survey,MPEC H128,
2022 04 28.387162,15 24 07.218,+14 56 05.93,16.00 G,G96 – Mt. Lemmon Survey,MPEC H128,
2022 04 28.392306,15 24 07.016,+14 56 05.68,16.03 G,G96 – Mt. Lemmon Survey,MPEC H128,
2022 04 30.01250,15 23 22.25,+14 53 27.3,15.9 V,M16 – Osservatorio Il Coreggiolo,MPEC J09,
2022 04 30.02829,15 23 21.56,+14 53 24.9,15.9 V,M16 – Osservatorio Il Coreggiolo,MPEC J09,
2022 04 30.04408,15 23 20.85,+14 53 22.6,15.9 V,M16 – Osservatorio Il Coreggiolo,MPEC J09,
2022 04 30.320560,15 23 13.010,+14 52 46.31,15.57 r,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 04 30.357450,15 23 11.270,+14 52 40.40,15.56 r,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 04 30.378181,15 23 10.291,+14 52 36.91,16.18 g,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 04 30.401370,15 23 09.190,+14 52 32.81,15.47 i,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 04 30.477481,15 23 07.099,+14 52 29.42,15.55 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J17,
2022 04 30.480419,15 23 06.955,+14 52 29.03,15.53 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J17,
2022 04 30.512585,15 23 05.357,+14 52 22.98,15.50 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J17,
2022 04 30.519301,15 23 05.023,+14 52 21.50,15.38 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J17,
2022 05 01.270470,15 22 40.769,+14 49 37.31,16.10 g,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 05 01.298870,15 22 39.329,+14 49 31.40,15.54 r,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 05 01.373541,15 22 35.441,+14 49 14.20,16.10 g,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 05 01.381220,15 22 35.040,+14 49 12.29,15.47 r,I41 – Palomar Mountain--ZTF,MPEC J17,
2022 05 01.393873,15 22 34.108,+14 49 09.48,15.68 G,703 – Catalina Sky Survey,MPEC J17,
2022 05 01.399144,15 22 33.838,+14 49 08.11,15.72 G,703 – Catalina Sky Survey,MPEC J17,
2022 05 01.404415,15 22 33.560,+14 49 06.82,15.66 G,703 – Catalina Sky Survey,MPEC J17,
2022 05 01.409689,15 22 33.294,+14 49 05.34,15.71 G,703 – Catalina Sky Survey,MPEC J17,
2022 05 02.318020,15 21 58.990,+14 44 52.19,16.01 g,I41 – Palomar Mountain--ZTF,MPEC J31,
2022 05 02.357510,15 21 56.719,+14 44 39.91,15.96 g,I41 – Palomar Mountain--ZTF,MPEC J31,
2022 05 02.377850,15 21 55.541,+14 44 33.22,15.99 g,I41 – Palomar Mountain--ZTF,MPEC J31,
2022 05 02.433810,15 21 52.339,+14 44 14.21,16.03 g,I41 – Palomar Mountain--ZTF,MPEC J31,
2022 05 02.84083,15 21 37.78,+14 41 44.7,15.4 G,"K83 – Beppe Forti Astronomical Observatory, Montelupo",MPEC J20,
2022 05 02.84383,15 21 37.62,+14 41 43.7,15.4 G,"K83 – Beppe Forti Astronomical Observatory, Montelupo",MPEC J20,
2022 05 02.84682,15 21 37.47,+14 41 42.7,15.5 G,"K83 – Beppe Forti Astronomical Observatory, Montelupo",MPEC J20,
2022 05 02.87547,15 21 35.90,+14 41 32.1,15.6 G,130 – Lumezzane,MPEC J31,
2022 05 02.87700,15 21 35.82,+14 41 31.7,15.6 G,130 – Lumezzane,MPEC J31,
2022 05 02.87852,15 21 35.74,+14 41 31.2,15.7 G,130 – Lumezzane,MPEC J31,
2022 05 02.88043,15 21 35.63,+14 41 30.7,15.7 G,130 – Lumezzane,MPEC J31,
2022 05 02.93553,15 21 32.429,+14 41 16.89,15.02 R,L92 – San Costantino,MPEC J31,
2022 05 02.94226,15 21 32.010,+14 41 14.66,15.22 R,L92 – San Costantino,MPEC J31,
2022 05 02.94969,15 21 31.569,+14 41 12.03,15.20 R,L92 – San Costantino,MPEC J31,
2022 05 02.95492,15 21 31.245,+14 41 09.97,15.16 R,L92 – San Costantino,MPEC J31,
2022 05 02.98983,15 21 29.53,+14 40 48.5,15.6 G,C23 – Olmen,MPEC J31,
2022 05 02.99341,15 21 29.33,+14 40 47.4,15.8 G,C23 – Olmen,MPEC J31,
2022 05 02.99662,15 21 29.14,+14 40 45.9,15.6 G,C23 – Olmen,MPEC J31,
2022 05 03.744932,15 20 52.89,+14 35 51.9,15.5 R,"D29 – Purple Mountain Observatory, XuYi Station",MPEC J31,
2022 05 03.759074,15 20 51.98,+14 35 45.3,15.4 R,"D29 – Purple Mountain Observatory, XuYi Station",MPEC J31,
2022 05 03.773215,15 20 51.06,+14 35 38.6,15.4 R,"D29 – Purple Mountain Observatory, XuYi Station",MPEC J31,
2022 05 03.90036,15 20 47.17,+14 34 26.0,15.4 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J35,
2022 05 03.91950,15 20 46.02,+14 34 18.0,15.3 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J35,
2022 05 03.93684,15 20 44.97,+14 34 10.0,15.5 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J35,
2022 05 04.883532,15 19 55.781,+14 26 01.61,15.3 G,Z80 – Northolt Branch Observatory,MPEC J44,
2022 05 04.884745,15 19 55.704,+14 26 00.89,15.5 G,Z80 – Northolt Branch Observatory,MPEC J44,
2022 05 04.885958,15 19 55.630,+14 26 00.49,15.2 G,Z80 – Northolt Branch Observatory,MPEC J44,
2022 05 04.89927,15 19 54.47,+14 25 53.0,15.1 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J44,
2022 05 04.91829,15 19 53.21,+14 25 42.7,15.3 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J44,
2022 05 04.93623,15 19 52.00,+14 25 32.7,15.3 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J44,
2022 05 05.360687,15 19 26.350,+14 21 35.71,15.31 G,703 – Catalina Sky Survey,MPEC J44,
2022 05 05.365964,15 19 25.946,+14 21 32.44,15.27 G,703 – Catalina Sky Survey,MPEC J44,
2022 05 05.371253,15 19 25.547,+14 21 28.94,15.22 G,703 – Catalina Sky Survey,MPEC J44,
2022 05 05.376529,15 19 25.144,+14 21 25.56,15.23 G,703 – Catalina Sky Survey,MPEC J44,
2022 05 05.730144,15 19 04.14,+14 17 37.9,15.3 R,"D29 – Purple Mountain Observatory, XuYi Station",MPEC J51,
2022 05 05.744285,15 19 03.02,+14 17 28.2,15.2 R,"D29 – Purple Mountain Observatory, XuYi Station",MPEC J51,
2022 05 05.758427,15 19 01.92,+14 17 18.4,15.2 R,"D29 – Purple Mountain Observatory, XuYi Station",MPEC J51,
2022 05 05.866183,15 18 58.356,+14 15 48.42,15.1 G,Z80 – Northolt Branch Observatory,MPEC J51,
2022 05 05.868075,15 18 58.222,+14 15 47.12,15.0 G,Z80 – Northolt Branch Observatory,MPEC J51,
2022 05 05.869971,15 18 58.075,+14 15 45.90,15.1 G,Z80 – Northolt Branch Observatory,MPEC J51,
2022 05 05.89946,15 18 55.68,+14 15 26.6,15.1 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J51,
2022 05 05.92044,15 18 54.13,+14 15 12.6,15.0 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J51,
2022 05 05.93666,15 18 52.92,+14 15 01.8,15.1 G,"L65 – Bredenkamp Observatory, Bremen",MPEC J51,
2022 05 06.057823,15 18 44.08,+14 13 38.0,15.8 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.063338,15 18 43.68,+14 13 34.4,16.1 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.068854,15 18 43.30,+14 13 30.6,15.5 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.072990,15 18 42.98,+14 13 27.6,15.5 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.373823,15 18 25.874,+14 10 12.90,14.93 o,"T05 – ATLAS-HKO, Haleakala",MPEC J55,
2022 05 06.383709,15 18 25.039,+14 10 05.77,14.94 o,"T05 – ATLAS-HKO, Haleakala",MPEC J55,
2022 05 06.386549,15 18 24.797,+14 10 03.61,14.95 o,"T05 – ATLAS-HKO, Haleakala",MPEC J55,
2022 05 06.389871,15 18 24.521,+14 10 01.38,14.95 o,"T05 – ATLAS-HKO, Haleakala",MPEC J55,
2022 05 06.547420,15 18 14.62,+14 07 48.4,15.3 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.552936,15 18 14.16,+14 07 44.2,15.8 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.558451,15 18 13.63,+14 07 39.9,15.7 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.562588,15 18 13.36,+14 07 36.9,15.4 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 06.87886,15 17 52.09,+14 03 10.4,15.2 G,C23 – Olmen,MPEC J89,
2022 05 06.88185,15 17 51.86,+14 03 08.0,15.3 G,C23 – Olmen,MPEC J89,
2022 05 06.88559,15 17 51.56,+14 03 05.1,15.2 G,C23 – Olmen,MPEC J89,
2022 05 07.90572,15 16 37.13,+13 47 50.4,15.0 G,C23 – Olmen,MPEC J89,
2022 05 07.90893,15 16 36.86,+13 47 47.3,14.9 G,C23 – Olmen,MPEC J89,
2022 05 07.91254,15 16 36.53,+13 47 44.0,14.9 G,C23 – Olmen,MPEC J89,
2022 05 07.994966,15 16 28.714,+13 46 24.85,15.0 G,"K74 – Muensterschwarzach Observatory, Schwarzach",MPEC J80,
2022 05 07.997209,15 16 28.502,+13 46 22.69,14.9 G,"K74 – Muensterschwarzach Observatory, Schwarzach",MPEC J80,
2022 05 07.999453,15 16 28.301,+13 46 20.35,15.0 G,"K74 – Muensterschwarzach Observatory, Schwarzach",MPEC J80,
2022 05 08.001684,15 16 28.087,+13 46 18.19,15.0 G,"K74 – Muensterschwarzach Observatory, Schwarzach",MPEC J80,
2022 05 08.003927,15 16 27.869,+13 46 15.78,15.0 G,"K74 – Muensterschwarzach Observatory, Schwarzach",MPEC J80,
2022 05 08.006171,15 16 27.660,+13 46 13.69,14.9 G,"K74 – Muensterschwarzach Observatory, Schwarzach",MPEC J80,
2022 05 08.114606,15 16 21.95,+13 44 25.3,15.0 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 08.122879,15 16 21.03,+13 44 17.3,15.0 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 08.131152,15 16 20.30,+13 44 09.9,15.2 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 08.140804,15 16 19.39,+13 44 01.3,15.1 B,"270 – Unistellar Network, Roving Observer",MPEC J80,
2022 05 08.15934,15 16 16.73,+13 43 40.5,15.1 V,"X04 – MCD Observatory, Saint-Anaclet",MPEC J69,
2022 05 08.18001,15 16 14.76,+13 43 19.6,15.0 V,"X04 – MCD Observatory, Saint-Anaclet",MPEC J69,
2022 05 08.20204,15 16 12.66,+13 42 57.1,15.0 V,"X04 – MCD Observatory, Saint-Anaclet",MPEC J69,
2022 05 08.312340,15 16 03.990,+13 41 16.87,14.91 G,703 – Catalina Sky Survey,MPEC J69,
2022 05 08.317792,15 16 03.443,+13 41 11.26,14.97 G,703 – Catalina Sky Survey,MPEC J69,
2022 05 08.323144,15 16 02.899,+13 41 05.53,15.00 G,703 – Catalina Sky Survey,MPEC J69,
2022 05 08.328455,15 16 02.359,+13 41 00.02,14.97 G,703 – Catalina Sky Survey,MPEC J69,
2022 05 08.881308,15 15 18.667,+13 30 33.23,14.6 G,Z80 – Northolt Branch Observatory,MPEC J80,
2022 05 08.882037,15 15 18.590,+13 30 32.29,14.6 G,Z80 – Northolt Branch Observatory,MPEC J80,
2022 05 08.882766,15 15 18.523,+13 30 31.39,14.7 G,Z80 – Northolt Branch Observatory,MPEC J80,
2022 05 08.89104,15 15 17.58,+13 30 23.3,14.9 G,C23 – Olmen,MPEC J89,
2022 05 08.89425,15 15 17.26,+13 30 19.7,14.9 G,C23 – Olmen,MPEC J89,
2022 05 08.89786,15 15 16.90,+13 30 15.5,15.0 G,C23 – Olmen,MPEC J89,
2022 05 08.897880,15 15 17.20,+13 30 16.5,14.9 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.906153,15 15 16.37,+13 30 07.6,15.0 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.910667,15 15 15.86,+13 30 00.9,15.1 V,"J69 – North Observatory, Clanfield",MPEC J80,
2022 05 08.914608,15 15 15.48,+13 29 56.3,15.1 V,"J69 – North Observatory, Clanfield",MPEC J80,
2022 05 08.918254,15 15 15.16,+13 29 53.8,15.7 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.918546,15 15 15.08,+13 29 51.9,15.1 V,"J69 – North Observatory, Clanfield",MPEC J80,
2022 05 08.921223,15 15 14.78,+13 29 47.6,15.1 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.922479,15 15 14.71,+13 29 47.6,15.1 V,"J69 – North Observatory, Clanfield",MPEC J80,
2022 05 08.923414,15 15 14.24,+13 29 46.8,15.1 G,G33 – Wickede,MPEC J69,
2022 05 08.924528,15 15 14.14,+13 29 45.5,15.1 G,G33 – Wickede,MPEC J69,
2022 05 08.925870,15 15 14.00,+13 29 44.0,15.1 G,G33 – Wickede,MPEC J69,
2022 05 08.926414,15 15 14.31,+13 29 43.2,15.1 V,"J69 – North Observatory, Clanfield",MPEC J80,
2022 05 08.926739,15 15 14.24,+13 29 41.4,15.6 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.926924,15 15 13.90,+13 29 42.8,15.1 G,G33 – Wickede,MPEC J69,
2022 05 08.928093,15 15 13.78,+13 29 41.4,15.1 G,G33 – Wickede,MPEC J69,
2022 05 08.929263,15 15 13.66,+13 29 40.2,15.1 G,G33 – Wickede,MPEC J69,
2022 05 08.932254,15 15 13.68,+13 29 35.0,15.7 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.933421,15 15 13.73,+13 29 37.4,14.9 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 08.936391,15 15 13.26,+13 29 30.2,15.3 B,"270 – Unistellar Network, Roving Observer",MPEC J89,
2022 05 09.235388,15 14 48.087,+13 23 47.91,15.1 G,"U68 – JPL SynTrack Robotic Telescope, Auberry",MPEC J89,
2022 05 09.238730,15 14 47.730,+13 23 43.95,15.1 G,"U68 – JPL SynTrack Robotic Telescope, Auberry",MPEC J89,
2022 05 09.259547,15 14 45.519,+13 23 19.23,14.7 G,"U68 – JPL SynTrack Robotic Telescope, Auberry",MPEC J89,
2022 05 09.262889,15 14 45.158,+13 23 15.31,14.7 G,"U68 – JPL SynTrack Robotic Telescope, Auberry",MPEC J89,
2022 05 09.413971,15 14 30.696,+13 20 27.28,14.54 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J80,
2022 05 09.415813,15 14 30.487,+13 20 25.04,14.52 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J80,
2022 05 09.418644,15 14 30.158,+13 20 21.44,14.46 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J80,
2022 05 09.440910,15 14 27.588,+13 19 53.54,14.53 o,"T08 – ATLAS-MLO, Mauna Loa",MPEC J80,
2022 05 09.548308,15 14 15.378,+13 17 33.32,14.88 w,"F52 – Pan-STARRS 2, Haleakala",MPEC J80,
2022 05 09.559095,15 14 14.180,+13 17 18.80,14.94 w,"F52 – Pan-STARRS 2, Haleakala",MPEC J80,
2022 05 09.569847,15 14 13.002,+13 17 04.33,14.95 w,"F52 – Pan-STARRS 2, Haleakala",MPEC J80,
2022 05 09.89770,15 13 46.537,+13 09 37.31,14.05 R,L92 – San Costantino,MPEC J89,
2022 05 09.89946,15 13 46.317,+13 09 34.86,14.02 R,L92 – San Costantino,MPEC J89,
2022 05 09.90043,15 13 46.41,+13 09 27.5,14.6 V,M16 – Osservatorio Il Coreggiolo,MPEC J89,
2022 05 09.90301,15 13 45.933,+13 09 29.98,14.19 R,L92 – San Costantino,MPEC J89,
2022 05 09.91171,15 13 44.60,+13 09 08.1,14.0 G,"G02 – KYSUCE Observatory, Kysucke Nove Mesto",MPEC J80,
2022 05 09.91561,15 13 44.69,+13 09 07.5,14.9 V,M16 – Osservatorio Il Coreggiolo,MPEC J89,
2022 05 09.91786,15 13 43.91,+13 08 59.8,14.1 G,"G02 – KYSUCE Observatory, Kysucke Nove Mesto",MPEC J80,
2022 05 09.92382,15 13 43.24,+13 08 51.7,14.0 G,"G02 – KYSUCE Observatory, Kysucke Nove Mesto",MPEC J80,
2022 05 09.93273,15 13 42.72,+13 08 44.4,15.1 V,M16 – Osservatorio Il Coreggiolo,MPEC J89,
2022 05 09.99870,15 13 35.05,+13 07 14.5,14.7 G,"K83 – Beppe Forti Astronomical Observatory, Montelupo",MPEC J89,
2022 05 10.00030,15 13 34.86,+13 07 12.2,14.7 G,"K83 – Beppe Forti Astronomical Observatory, Montelupo",MPEC J89,
2022 05 10.00231,15 13 34.63,+13 07 09.4,14.8 G,"K83 – Beppe Forti Astronomical Observatory, Montelupo",MPEC J89,
2022 05 10.02083,15 13 32.724,+13 06 40.97,14.6 G,A16 – Tentlingen,MPEC J89,
2022 05 10.03237,15 13 31.409,+13 06 24.84,14.6 G,A16 – Tentlingen,MPEC J89,
2022 05 10.04391,15 13 30.086,+13 06 08.53,14.7 G,A16 – Tentlingen,MPEC J89,
2022 05 10.05544,15 13 28.762,+13 05 52.22,14.7 G,A16 – Tentlingen,MPEC J89,
2022 05 10.08210,15 13 25.49,+13 05 16.7,14.5 G,"L63 – HOB Observatory, Capraia Fiorentina",MPEC J89,
2022 05 10.08957,15 13 24.64,+13 05 06.0,14.6 G,"L63 – HOB Observatory, Capraia Fiorentina",MPEC J89,
2022 05 10.09704,15 13 23.81,+13 04 55.0,14.7 G,"L63 – HOB Observatory, Capraia Fiorentina",MPEC J89,
2022 05 10.334234,15 13 02.075,+12 59 31.60,14.56 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.339610,15 13 01.420,+12 59 23.71,14.58 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.344985,15 13 00.754,+12 59 15.86,14.57 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.350354,15 13 00.084,+12 59 07.87,14.58 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.355005,15 12 59.418,+12 59 02.36,14.69 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.360496,15 12 58.741,+12 58 54.26,14.69 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.365987,15 12 58.072,+12 58 46.06,14.77 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.371474,15 12 57.398,+12 58 37.96,14.82 G,703 – Catalina Sky Survey,MPEC J89,
2022 05 10.918563,15 12 03.648,+12 44 20.69,14.9 G,Z80 – Northolt Branch Observatory,MPEC J89,
2022 05 10.919454,15 12 03.540,+12 44 19.36,14.8 G,Z80 – Northolt Branch Observatory,MPEC J89,
2022 05 10.920551,15 12 03.401,+12 44 17.63,14.9 G,Z80 – Northolt Branch Observatory,MPEC J89,