466.828713,0
476.828713,0.24493385
485.13881,0.42568497
489.264396,1.89042709
490.567143,4.43981097
490.915545,7.04266715
492.418783,20.1218122
492.623546,29.468994
493.294828,41.7378857
494.087297,60.0773237
494.431397,73.7731785
495.423046,86.5012626
495.776223,90.6119644
496.110929,94.1757719
497.289914,98.4619817
498.872595,99.6006316
508.114005,99.5004731
515.985693,99.5187826
523.857606,99.4749238
531.729337,99.4813158
539.887316,99.4870882
547.204864,99.3777912
550.908788,98.584185
551.99709,97.3967219
552.494333,96.1079416
553.578497,93.1347405
554.664763,89.5800107
555.982603,81.350896
557.417655,70.3902044
559.066395,59.7054492
560.17446,50.1177246
561.284452,39.996618
562.322164,30.0744784
564.06265,13.8033464
564.981284,7.12910807
565.849374,4.54083084
567.433417,1.85851308
570.052732,0.49762243
577.280137,0.31332394
633.28741,0