350.722674,0
607.942498,0.38426528
614.382534,0.51988843
616.662997,3.14949491
617.733067,6.90605618
618.810364,12.9066224
619.322015,19.8417823
620.151732,27.8728198
621.226365,38.9052841
622.078337,49.2143429
623.118364,59.4329266
623.436861,69.335163
624.261684,80.5730942
626.036994,93.8868699
626.560404,96.1023355
629.211828,99.620945
639.070334,99.7874368
645.510755,99.8166431
654.813796,99.8002846
661.6119,99.8639197
672.184292,99.5314594
676.112953,98.5979994
677.477006,96.4072229
678.091355,94.2367135
678.820026,92.0887861
680.464679,80.5809327
682.118321,69.0278612
683.586393,58.8313129
684.691658,50.0184576
686.335181,40.2891014
687.984809,29.8468378
690.170574,19.0748773
691.807564,12.6186603
693.218403,7.38232268
694.159763,4.32098299
695.241381,2.05239889
699.540841,0.45378446
712.42234,0.33026742
748.915988,0